the_geom,cartodb_id,length
0102000020E6100000130000003604C765DCD052C038F7578FFB0044401FF64201DB7B52C0B610E4A0845D44401AA54BFF92CA52C0DFDC5F3DEEF94340BB641C23D903294070B54E5C8EF344405C8FC2F5283C2940F0164850FC884540C8B7770DFA822640471FF30181E24540CEC4742156CF2A4045D4449F8F424A408E40BCAE5F002A4053D0ED258DCD4B400FEECEDA6DD72C40B35E0CE5440B49409F5912A0A6262740A1BE654E97114840D50451F701881A40355EBA490C424740A0A4C00298921840624CFA7B291A4740D50451F701881A40355EBA490C4247405F07CE1951AA2840DD0C37E0F3B746409F5912A0A6262740A1BE654E97114840B58D3F51D9201F40BBB9F8DB9E284A407BDAE1AFC91A1B403F6F2A52619C4940F146E6913F18C0BF7784D38217C149405C5A0D897BCA52C0F67F0EF3E5F94340,1,17983054.1119428
